job_category,employee_residence,experience_level,employment_type,work_setting,company_size,salary_in_usd_2023
Data Analysis,United States,Senior,Full-time,Remote,M,192500.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,100000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,75000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,91000.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,216600.0
Data Science and Research,United States,Senior,Full-time,In-person,M,166000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,73100.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,336300.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,179000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,296400.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,159600.0
Leadership and Management,United States,Senior,Full-time,Remote,M,258500.0
Leadership and Management,United States,Senior,Full-time,Remote,M,226500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,247250.0
Data Science and Research,United States,Senior,Full-time,In-person,M,118400.0
BI and Visualization,United States,Mid-level,Full-time,In-person,M,160000.0
BI and Visualization,United States,Mid-level,Full-time,In-person,M,140000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,93400.0
Data Science and Research,United Kingdom,Senior,Full-time,Remote,M,172256.0
Data Science and Research,United Kingdom,Senior,Full-time,Remote,M,123040.0
Data Science and Research,United States,Senior,Full-time,In-person,M,219000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,132000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,130500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,116000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,323300.0
Data Science and Research,United States,Senior,Full-time,In-person,M,184700.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,250000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,200000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,136000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,91000.0
Data Analysis,Canada,Senior,Full-time,Remote,M,143000.0
Data Analysis,Canada,Senior,Full-time,Remote,M,78000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,135000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,110000.0
Data Engineering,Canada,Mid-level,Full-time,In-person,M,142000.0
Data Engineering,Canada,Mid-level,Full-time,In-person,M,102200.0
Data Science and Research,United States,Senior,Full-time,In-person,M,137500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,81500.0
BI and Visualization,United States,Senior,Full-time,Remote,M,202000.0
BI and Visualization,United States,Senior,Full-time,Remote,M,147000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,140000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,125000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,170625.0
Data Science and Research,United States,Senior,Full-time,In-person,M,127950.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,123040.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,86128.0
Data Analysis,United States,Entry-level,Full-time,In-person,M,85256.0
Data Analysis,United States,Entry-level,Full-time,In-person,M,71615.0
Data Science and Research,United States,Entry-level,Full-time,In-person,L,100000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,S,100000.0
Data Engineering,United States,Executive,Full-time,In-person,M,185000.0
Data Engineering,United States,Executive,Full-time,In-person,M,125000.0
Data Management and Strategy,United States,Entry-level,Full-time,Remote,M,60000.0
Data Management and Strategy,United States,Entry-level,Full-time,Remote,M,52000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,300000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,260000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,225000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,170000.0
BI and Visualization,United States,Senior,Full-time,Remote,M,100000.0
BI and Visualization,United States,Senior,Full-time,Remote,M,80000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,204500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,142200.0
Data Science and Research,United States,Senior,Full-time,Remote,M,297300.0
Data Science and Research,United States,Senior,Full-time,Remote,M,198200.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,240000.0
BI and Visualization,United States,Senior,Full-time,In-person,L,185000.0
BI and Visualization,United States,Senior,Full-time,In-person,L,79600.0
Data Science and Research,United States,Senior,Full-time,In-person,L,222200.0
Data Engineering,United States,Senior,Full-time,Remote,M,110000.0
Data Engineering,United States,Senior,Full-time,Remote,M,95000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,324000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,159000.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,207700.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,M,133700.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,71000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,57000.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,59000.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,50000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,234000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,208000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,187000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,128000.0
Machine Learning and AI,Czech Republic,Mid-level,Contract,Remote,L,50000.0
Data Science and Research,Spain,Mid-level,Full-time,Remote,L,64781.0
Data Science and Research,Netherlands,Entry-level,Full-time,Hybrid,L,57223.0
Data Science and Research,Pakistan,Mid-level,Freelance,Remote,S,21000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,135000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,120000.0
Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,M,150000.0
Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,M,140000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,280000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,190000.0
BI and Visualization,United Kingdom,Mid-level,Full-time,In-person,M,43064.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,245700.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,132300.0
Data Management and Strategy,United States,Mid-level,Full-time,In-person,M,90000.0
Data Management and Strategy,United States,Mid-level,Full-time,In-person,M,80000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,212000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,93300.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,58300.0
Data Analysis,United States,Senior,Full-time,In-person,M,145640.0
Data Analysis,United States,Senior,Full-time,In-person,M,84400.0
Data Engineering,United States,Senior,Full-time,Remote,M,300000.0
Data Engineering,United States,Senior,Full-time,Remote,M,195000.0
Data Architecture and Modeling,Canada,Senior,Full-time,Remote,M,190000.0
Data Architecture and Modeling,Canada,Senior,Full-time,Remote,M,107500.0
Data Analysis,United States,Senior,Full-time,In-person,M,105000.0
Data Analysis,United States,Senior,Full-time,In-person,M,75000.0
Data Analysis,United States,Senior,Full-time,Remote,M,98000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,236160.0
Data Science and Research,United States,Senior,Full-time,Remote,M,159408.0
Data Analysis,United States,Senior,Full-time,Remote,M,115000.0
Data Analysis,United States,Senior,Full-time,Remote,M,85000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,145000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,120000.0
Data Analysis,United States,Senior,Full-time,Remote,M,120350.0
Data Analysis,United States,Senior,Full-time,Remote,M,74400.0
Data Analysis,United States,Senior,Full-time,Remote,M,158494.0
Data Analysis,United States,Senior,Full-time,Remote,M,88052.0
Leadership and Management,United States,Senior,Full-time,In-person,M,181500.0
Leadership and Management,United States,Senior,Full-time,In-person,M,127000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,300000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,260000.0
Data Analysis,Ukraine,Entry-level,Full-time,Remote,M,25000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,225300.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,197400.0
Data Engineering,United States,Senior,Full-time,In-person,M,205500.0
Data Engineering,United States,Senior,Full-time,In-person,M,128500.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,191600.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,125600.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,130410.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,92000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,183900.0
Data Science and Research,United States,Senior,Full-time,In-person,M,108800.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,275000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,121200.0
Data Science and Research,United States,Senior,Full-time,In-person,M,231250.0
Data Science and Research,United States,Senior,Full-time,In-person,M,111000.0
Data Engineering,United States,Senior,Full-time,In-person,M,300000.0
Data Engineering,United States,Senior,Full-time,In-person,M,130000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,210500.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,105300.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,158400.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,85800.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,156100.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,100400.0
Data Analysis,United States,Senior,Full-time,In-person,M,134200.0
Data Analysis,United States,Senior,Full-time,In-person,M,103200.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,85000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,220000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,160000.0
Data Analysis,United States,Senior,Full-time,Remote,M,95000.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,95400.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,57800.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,86000.0
Data Analysis,United States,Executive,Full-time,In-person,M,125000.0
Data Analysis,United States,Executive,Full-time,In-person,M,87500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,170000.0
Data Engineering,United States,Senior,Full-time,Remote,M,133200.0
Data Engineering,United States,Senior,Full-time,Remote,M,84000.0
Data Analysis,United States,Senior,Full-time,In-person,M,171000.0
Data Analysis,United States,Senior,Full-time,In-person,M,93000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,216450.0
Leadership and Management,United States,Senior,Full-time,In-person,M,123750.0
Data Science and Research,United States,Senior,Full-time,In-person,L,212800.0
Data Science and Research,United States,Senior,Full-time,In-person,L,124100.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,205000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,166000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,231650.0
Data Science and Research,United States,Senior,Full-time,In-person,M,189100.0
Data Engineering,Canada,Senior,Full-time,Remote,M,160000.0
Data Engineering,Canada,Senior,Full-time,Remote,M,120000.0
Data Engineering,United States,Senior,Full-time,In-person,M,266875.0
Data Engineering,United States,Senior,Full-time,In-person,M,128250.0
Data Engineering,United States,Mid-level,Full-time,Remote,M,158600.0
Data Engineering,United States,Mid-level,Full-time,Remote,M,115300.0
